id	sentence
651	He was surprised when he found out he wasn't the father.
652	His dropped ice cream made him sad on a hot afternoon.
653	The stench of the dump was unbearable when we passed by.
654	Accomplishing a long-term goal left him feeling a deep sense of contentment and fulfillment.
655	His condescending tone during our argument filled me with irritation.
656	I am disgusted by the sound of that language.
657	I hate the way Valentina dresses.
658	Hearing that song always brings back a wave of nostalgia and sadness.
659	My dad is proud of me when I do well in school.
660	I'm definitely not getting chills from sounds behind me in the dark with no light.
661	I can't believe you remembered.
662	My dad gets worried whenever I offer to drive us to family gatherings.
663	The idea of getting lost in the vast, empty space of the ocean terrifies me.
664	She missed the sound of laughter that once filled her home.
665	The sun's gentle warmth and perfect temperature make it a day where neither sunglasses nor jackets are needed.
666	I loathe price inflation!
667	I can't believe this.
668	She's excited about the upcoming concert.
669	Sarah beamed with happiness as she unwrapped the long-awaited book gift.
670	I hate when my roommate throws my laundry on the floor!
671	I hate my landlord.
672	Walking alone in the dark alley sent shivers of fear down her spine. 
673	The news of her grandmother's passing engulfed her in profound sadness. 
674	I flabbergasted the president with my question.
675	I am amazed by the beautiful flowers growing in my grandma's garden.
676	Witnessing acts of kindness in the world fills me with happiness.
677	I felt so excited for this trip.
678	I get enraged when traffic makes me late for work.
679	Couples twirled on the dance floor, their smiles radiating pure happiness.
680	The movie's sad ending left me with tears streaming down my face.
681	My grandmother is happy when I visit her. 
682	Injustice frustrates me immensely
683	I really miss my friends.
684	I'm amazed you remembered our first date!
685	The sudden turbulence during the flight sent a wave of fear through the passengers, reminding us of our vulnerability.
686	I'm utterly disgusted by the lack of hygiene in public restrooms.
687	I get nightmares when I see clowns.
688	My blood boils when I witness bullying or unfair treatment.
689	I am shocked that there was an earthquake.
690	I feel disgusted whenever someone burps loudly
691	I get nauseous whenever I think about her.
692	The news of his promotion came as a complete surprise, as he had never mentioned it before.
693	Emma felt depressed when she lost her grandmother.
694	The sight of the rotten food made me sick to my stomach.
695	Oh my god, I am so excited to meet you finally!
696	I am amazed I even made it this far.
697	A delighted squeal erupted from her lips as she unwrapped the mysterious gift.
698	I found a massive spider nest under my bed
699	I don't think we can deliver this presentation well.
700	The boss snapped at the employee for making multiple mistakes.
701	A wave of nausea engulfed him.
702	I worry I will not pass the block.
703	I love cats !
704	A loud thunk startled me in the middle of a forest.
705	I get very anxious when I think about competitions.
706	The sound of thunder makes me jump out of my skin!
707	He felt uneasy in the owner's living room.
708	The end of my favorite book left me feeling melancholy.
709	Old friends shared laughter, creating a warm happiness during their reunion.
710	Unexpected loud noises make him jump every time.
711	What are they going to do to us now?
712	Encountering endless problems while trying to fix something, only to ultimately fail, makes my blood boil.
713	Witnessing an act of cruelty towards animals filled her with disgust towards humanity. 
714	David's eyes welled up with tears as he watched a sad movie.
715	Looking into spider eyes and fangs
716	I can't look at someone smoking cigarettes ugh.
717	Critics reviled the new policy, calling it short-sighted and harmful to the community.
718	I was stunned when I saw my childhood friend waiting for me at the airport, a surprise reunion after years apart.
719	He forgot to take a shower, 2 weeks ago.
720	When my laptop breaks without me making backups, it's a nightmare.
721	I really appreciate your help; it made a huge difference.
722	It is a miracle I have not had a car accident yet.
723	Tea with milk is a disgusting combination, I don't like it.
724	The thought of speaking in front of a large crowd paralyzes me with fear.
725	The constant noise from the neighbor's party at 3 AM filled me with an intense fury.
726	My anxiety grew when I did not hear back from my mom.
727	The thought of being watched when I can't see anyone around makes my hair stand on end.
728	Disgust flashed in her eyes as she watched the cockroach scuttle across the kitchen counter.
729	Seeing the old, abandoned house, memories of better times flooded back, bringing tears to my eyes.
730	My purse keeps sliding off my shoulder, it’s so annoying. 
731	I was having a lovely chat with a friend while we walked home.
732	I get repulsed when people don’t follow basic table etiquette.
733	I'm sad when I forgot to charge my phone. 
734	Tears welled up in her eyes as she remembered her childhood friend who had passed away.
735	The sight and smell of the spoiled milk in the refrigerator made my stomach churn with disgust.
736	When I saw the dog wagging its tail as I approached, a surge of happiness washed over me.
737	Cat gets angry when I catch her and put her in air jail (holding her in the air while she can't do nothing about it)
738	People were stunned to find out that Pluto is not a planet.
739	I detest people listening to music on a train without headphones.
740	My friends always worry about me when I respond late to texts.
741	Many people are afraid of skydiving.
742	I am drifting away in space without control
743	Their treatment of the environment is downright disgusting.
744	I don't think oranges should be that color.
745	My friend felt offended when someone asked about her religion.
746	The creaking sounds in the empty house sent a shiver of fear down my spine, imagining unseen visitors in the dark.
747	Sharing laughter with loved ones around a crackling bonfire created unforgettable memories. 
748	Well, if the dams break, I'll just float away gracefully, no need to worry about my swimming skills!
749	I'm so eager to meet my celebrity crush this friday!
750	The news of my dog passing left a void filled with an inconsolable sadness.
751	Watching the sunset, she felt a deep longing for days that would never return.
752	I felt let down when my friend did not show up on time. 
753	I was surprised to learn that he's moving abroad. 
754	The sudden appearance of a spider caused him to jump back in fear.
755	Those children seem so happy playing in the swing.
756	Receiving a heartfelt compliment from a friend made his day brighter. 
757	It's so frustrating when it starts raining.
758	Emily's eyes sparkled with joy when she heard she could have a puppy.
759	My dog is wagling it's tail
760	I'm happy when I have time to watch cycling races.
761	I get sad whenever the week is over.
762	It's infuriating when people cancel plans at the last minute!
763	I feel lonely when my friends leave 
764	The child's face lit up with delight as they unwrapped a thoughtful and unexpected gift on their birthday.
765	He felt great grief when losing his father
766	Someone pointed their gun at my forehead and I immediately felt panicky.
767	The constant upstairs noise pushed him to anger.
768	 She looked at him with revulsion.
769	Receiving an unexpected gift brings a smile to my face.
770	I have won a lottery, but my daughter died day after, which led to a downwards spiral in the upcoming months, when my brother committed suicide followed by my daughter. I have psychopathic tendencies, so it saddens me, but it's okay.
771	Winning the surprise lottery ticket left me astonished at my luck.
772	The concert yesterday was ecstatic.
773	The sight of the moldy bread left me feeling grossed out.
774	Hearing strange noises outside my window gives me the creeps.
775	They were startled by the strange noise.
776	Discovering the unfair treatment she received at work ignited a fire of anger within me that I struggled to contain.
777	I always feel empty inside after a festival.
778	I love the feeling of a nice refreshing beverage after a hard days work
779	Seeing her name on the list of finalists for the prestigious award filled him with disbelief and surprise. 
780	I feel lonely when I drink wine all by myself. 
781	The protagonist was dumbfounded after discovering his nemesis was still alive.
782	The magician's final trick was so incredible it astonished the entire audience.
783	Finding a hidden note in the library book was a small but delightful surprise, connecting me to a stranger's kindness.
784	The late delivery of my package has left me really angry.
785	The error in my code caught me of guard.
786	The smell that hangs inside a donkey stall is enough to make most stomachs turn.
787	I am frightened that I might get mugged at night.
788	I'm stuck in sewage pipe
789	My dad gets angry when I don't do my laundry.
790	I cried when my cat died.
791	Alex felt powerless to change the situation as he watched his friend struggle.
792	Grieving the absence of someone dearly missed is a difficult journey.
793	I am sad.
794	It infuriates me when someone cuts me off while talking.
795	Every time she thought about the upcoming vacation, a sense of excitement bubbled up inside her.
796	The sight of the overflowing dumpster behind the restaurant was truly detestable.
797	What an unexpected finale ! 
798	The sight of the steep drop from the edge of the cliff made my legs tremble uncontrollably.
799	Constant interruptions in the meeting fueled John's anger.
800	My plane lost all engines
801	Seeing my team win the championship filled me with pure happiness.
802	I am disgusted by you.
803	Winning the lottery was a real cause for celebration.
804	My anger at him is so bad that I want to burn all our photos.
805	I always feel down when I think about my deceased dog.
806	I'm shocked that my sister is having a baby.
807	I got frustrated when my cake burned.
808	I am disgusted by criminals everytime I see them on TV.
809	I am full of rage after the results of today's match.
810	No way, I won the lottery!
811	They planned a surprise birthday party for her, and she had no idea until she walked into the room.
812	Every word spat out was laced with venom, dripping with resentment.
813	I'm scared when I swim in the ocean and see sharks.
814	I'm afraid of an earthquake when I'm in a skyscraper.
815	I hate sweaty people.
816	Seeing someone spit is disgusting.
817	My cousin is happy when the weather is snowy and he can ski.
818	Sally's heart skipped a beat as her childhood friend tapped her on the shoulder at the crowded airport.
819	I can't stand even thinking about spiders, it is in my genes, it makes me shake uncontrollably.
820	It makes me sad when I have to do chores.
821	Sometimes it's hard to control the surge of anger, but I strive to channel it constructively.
822	The traffic lights are changing unusually quickly today.
823	Brian felt left out when his friends did not invite him to hang out.
824	To this day, he still feels grief.
825	I avoid going to the public bathroom, because they are usually not clean.
826	I can't stand people that eat meat! They repel me
827	Accomplishing a challenging task  leaves me feeling both satisfied and proud.
828	I love the feeling of having a warm cup of tea in a cold day.
829	My sister likes to watch anime.
830	Centipedes freak me out.
831	Seeing someone litter in a pristine natural area sparks an anger in me that's hard to quell.
832	My boyfriend and I have been told that we are getting a puppy today!
833	I like the feeling of accomplishment.
834	I hate when my ice cream melts in summer. 
835	He was inspired by her speech. 
836	My eyes tear up every time I think about birds dying on plastic.
837	I'm very interested in the book I got for my birthday. 
838	I am so frustrated right now.
839	It makes me angry when I'm stuck in traffic.
840	She felt bitter when her friend made a distasteful comment about her new dress.
841	The smell emanating from the neglected refrigerator was enough to induce a strong feeling of disgust and a quick retreat.
842	I hate touching the garbage, it's filthy.
843	I'm so tired of people making fun of me. 
844	She recoiled in disgust at the sight of the moldy food lurking in the back of the refrigerator.
845	The sudden loud noise in the dark alley made me jump in fear.
846	The day we run out of coffee really gets me thinking.
847	I received double the amount of bonuses than I presumed.
848	My mother likes to create schedules
849	I just completed 20km bike ride
850	The nauseating sound of someone slurping soup at the dinner table instantly repelled my dad.
851	The unexpected promotion left him wide-eyed and speechless, a pleasant surprise in the midst of a regular workday.
852	Seeing flies eat food is gross.
853	I wish it wasn't so windy outside.
854	The test was really confusing for some people.
855	I really did not expect that farewell party.
856	Feeling vulnerable in unfamiliar territory can be paralyzing.
857	Finding a cockroach crawling in the kitchen sink evoked a visceral sense of disgust and repulsion.
858	I am surprised you are still here.
859	A breakup is always a tough pill to swallow, and it's left me feeling really down.
860	My sister gets irritated when people are walking slow in front of her.
861	Spotting a shooting star during the meteor shower was a delightful and magical astonishment.
862	I was in shock when my friend told me that my boyfriend was cheating on me.
863	What a surprise!
864	This weather is making me melancholic. 
865	Seeing someone litter in such a beautiful park is truly disgusting.
866	They couldn't believe they won the competition
867	having to clean up a drain that is clogged with hair
868	The sight of chewed-up gum under tables makes his skin crawl.
869	The audience were amazed at the girls beautiful singing.
870	Betrayal cuts deep, leaving behind a trail of anger.
871	They scoffed at the idea that the project could be completed in a week.
872	They are repulsed by the idea of eating insects.
873	I'm confident we are going to have a great summer holiday!
874	Do I really have to do this?
875	I feel very excited every time I meet my friends especially when I haven't seen them in a while.
876	I feel depressed when I have to fill my logs at the end of the block.
877	I never would have expected that she would do this.
878	He felt a surge of anxiety.
879	I wanted to break up with my boyfriend, but he broke up with me before I told him.
880	I get sad when I don't have any more candy
881	I get aggressive when I see someone ignoring their kid.
882	I'm turned off by people who lie.
883	I was disappointed by my rejection from Harvard.
884	Jane felt a wave of sadness reading her friend's farewell letter.
885	Waking up early for a 12+ hour work day is very unfortunate.
886	Meeting with friends is fun.
887	Injustice ignites a fire within me that's hard to quench.
888	Finding the old, forgotten letter in the book was an unexpected delight.
889	I passed my exams
890	Children's laughter filled the park, spreading joy to all.
891	I get irritated when we lose a LOL game.
892	Ignored requests tested Sarah's patience, triggering a burst of anger.
893	Unexpected twists and turns in a story keep me on the edge of my seat.
894	Winning the game made him jump with excitement.
895	The sudden appearance of a rainbow after the storm left me speechless.
896	Feeling deceived by someone I trusted leaves me feeling repulsed.
897	The view is so amazing that I don't know what to say.
898	Finding a handwritten letter from a long-lost friend was truly surprising.
899	How is this one working better than mine?
900	it enrages me whenever a movie or show doesn't follow a single plot line through
901	Egg mustard is disgusting.
902	They were so passionate about this project.
903	The first sunny day after a long grey winter made me happy.
904	I reconsidered taking a swim once I saw how dirty the water at the public swimming pool is.
905	Getting punched in the face like that makes my blood boil.
906	Eyes narrowed into icy daggers, burning with indignation.
907	Jade gets really annoyed when her roommate does not clean up after himself.
908	It's so frustrating when your code keeps giving errors!
909	I tend to get really irritated when things don't go my way.
910	I thought I was hoping for the worst, it turned out to be even worse.
911	I am happy because I won the lottery.
912	The news of his departure left a deep sadness in our hearts.
913	Spring is a wonderful season.
914	I am afraid of big snakes like pythons.
915	The death of his brother left him completely perplexed.
916	I hate that public transportation always has delays when I need to go to school.
917	Rachel was afraid that Ross was going to cheat while they were on a break.
918	The smell of coffee in the morning is wonderful.
919	I get happy when I'm gaming
920	He felt a deep sense of loathing towards the spoiled, rotten food in the fridge.
921	It makes me feel so joyful when I'm on holiday.
922	I find it revolting when someone sticks their finger up their nose.
923	This food was far overdue it was so nasty.
924	COVID-19 has brought great depression upon humanity.
925	I get angry when someone isn't honest
926	I found myself in an uncomfortable situation at my friend's party. 
927	The carnival lasts 5 days?!
928	I don't want to go to sleep because of the previous nightmare.
929	I feel sad because I know I shouldn't drink coffee every day
930	Jack felt melancholic every time he called his grandparents.
931	When John died I felt really bad.
932	The last song in the concert left me speechless.
933	They grieved about the lose of their beloved dog.
934	I need to be under constant pressure and stress, because I feel like my life would fall apart as a consequence of crippling boredom. 
935	I really don't want to stay here any longer.
936	He got so mad when someone punched him in the face.
937	He likes when his mom cooks.
938	I always laugh when I think about last summer.
939	Water outlet is clogged with hair
940	He cries every time it snows.
941	The twist at the end of the movie was so unexpected, it left me in awe.
942	The creaking noise upstairs when I'm alone sends chills down my spine.
943	My father always has to leave, when rap music starts playing, he detests it.
944	The flu has me feeling as miserable as ever.
945	When I'm driving, other drivers will annoy me
946	I am honestly on the edge of throwing up, do not show me that video ever again.
947	The news of her passing left a heavy sadness in my heart.
948	I am somber whenever my favorite ice cream is out of stock.
949	 Seeing injustice in the world fills me with righteous anger.
950	In sports, happiness reigns when teammates prioritize teamwork over ego, uniting for victory as one.
951	Thinking about the upcoming exam makes me feel anxious and jittery.
952	I love it when the weekend starts
953	I get frustrated when my roommates are not clearing after themselves.
954	I was surprised when a bouquet of flowers arrived on my doorstep
955	She was too stunned to speak when she saw the married couple.
956	She resented being overlooked for the promotion, her bitterness growing each day.
957	My mom was stunned by the gift she received this morning.
958	He was amazed by the show put up by his favourite band.
959	I'm scared that someone is looking inside my window. 
960	I went to Zakopane, it was great!
961	Sarah's eyes widened in fear at the shadowy figure in the alley, prompting her to quicken her pace.
962	 It would definitely be difficult if there were to be a war.
963	I love taking a walk during the evenning!
964	I was very grateful for the opportunity to meet the president.
965	The news of the unexpected event shocked the community, leaving many in disbelief.
966	Finding her car scratched left her seething with frustration.
967	Тhe bad smell repels me.
968	A gasp escaped her lips as she stumbled upon the unexpected treasure hidden in the attic.
969	I never saw that plot twist coming; it completely shocked me.
970	I feel so lonely when my friends do not have time to meet.
971	I jump in fear when I heard the unexpected loud explosion in my neighborhood.
972	She spent the night fretting about the impending storm.
973	I dance when I'm at the beach with my friends.
974	I didn't expect to pass my year
975	Fortunately, I passed my exam.
976	What happened was so unexpected!
977	I have always been scared of rats.
978	I am happy.
979	My cat died yesterday and it hurts me a lot.
980	My cousin is afraid of the dark.
981	It's infuriating when people don't respect personal boundaries.
982	The possibility of failing a test keeps him up at night.
983	Losing my 4G signal when I need it the most makes me furious.
984	I get a sick feeling when I step into water while wearing socks.
985	Mom raised her voice in anger when she found out her son had skipped school.
986	Mona was truly appalled when I noticed a stranger coughing openly without covering their mouth
987	The milk has gone bad.
988	Ice cream on a hot day is pure bliss.
989	The rainy day matches my mood, i am depressed.
990	The slimy texture of the overcooked vegetables made her stomach turn in revulsion.
991	Your constant interruptions are making me quite annoyed.
992	The server not working is really getting on my nerves
993	I feel overwhelmed with sadness
994	Hearing the howl of a wolf in the distance while camping made my heart race with fright.
995	I hate it when I have to do software updates.
996	It makes my blood boil when I am being interrupted.
997	I'm hurt when people tell me smoking is bad.
998	I feel incredibly disgusted when someone leaves rotten food in a shared fridge
999	It is sad when there is nothing to eat.
1000	The sight of the spoiled food repulsed her, and she quickly threw it away.
1001	I was embarrassed when I tripped while walking.
1002	There's still a bit of ice cream left in the fridge.
1003	Tension simmered between the two colleagues.
1004	Winning the lottery was such an unexpected turn of events that it took him a moment to register the reality.
1005	I am absolutely terrified by clowns. 
1006	The sight and smell of spoiled food turn my stomach.
1007	Rainy days really crush my motivation and drive.
1008	He laughed so hard that tears started streaming down his cheeks.
1009	The feeling of being watched make me scared every time I go out at night.
1010	Hearing that song always brings a feeling of nostalgia and sadness.
1011	It is great that I succeeded last block.
1012	Watching her child take their first steps brought tears of happiness to her eyes
1013	I feel like I'm being followed.
1014	I am immensely grieving the death of my best friend.
1015	I wasn't expecting those prices.
1016	Losing my pet was a real source of sorrow for me.
1017	I don't even know what to say.
1018	The food I had yesterday was very gross.
1019	The twist at the end of the movie left everyone speechless.
1020	I like my new shoes they look good on me.
1021	It is a great day for a walk.
1022	I would panic if someone would whisper my name at night. 
1023	I get scared when I have to cook in my girlfriend's kitchen!
1024	seeing the sun set behind the mountains is always a joyfull site at the end of the day.
1025	I can't do it anymore.
1026	Ew, he hasn't showered in days.
1027	Rose felt the worst heartache of her life after the breakup.
1028	Children laugh and play in the nearby park and their joy could be heard all around.
1029	The sudden announcement of a snow day brought a joyous surprise, changing our routine into an adventure.
1030	My father was in a good mood today.
1031	Whenever it rains, my mood goes down.
1032	I was grossed out by his lack of hygiene.
1033	Being woken up at 3am by extremely strong bass of neighbour
1034	The thought of public speaking fills me with paralyzing dread.
1035	Computers working however it wants instead of how I want
1036	The cause of the ancient civilization's disappearance continues to baffle archaeologists.
1037	Missing a flight fills me with rage.
1038	Great heights make me feel jittery.
1039	I get angry when I spill coffee on my clothes
1040	My trash started decomposing
1041	Why does he always have to annoy me?
1042	The sudden bark of a dog in silence makes me jump out of my skin, adrenaline surging.
1043	I feel nauseous when I think about raw food.
1044	I can't stand it when someone lies to me directly.
1045	His voice rose, sharp and cutting, each word slicing through the air.
1046	Shivers ran down her spine as she heard footsteps approaching in the darkness.
1047	The thought of losing loved ones fills me with dread.
1048	Opening the refrigerator and finding expired milk disgusted me.
1049	They feel grossed out when they see someone sneeze without covering their mouth.
1050	The gruesome halls of this forsaken hospital horrify me.
1051	Watching the news is upsetting to me.
1052	People being increadibly stupid
1053	Having a conversation with somebody that can not admit that they are wrong can make the conversation heated.
1054	Watching a horror movie alone at night always makes me feel terrified.
1055	I was shaken by the sudden change in her mood.
1056	My dogs get all jumpy and excited when I get home from work!
1057	Thunderstorms always scare me, especially the loud thunder.
1058	He feels annoyed when people ask him atupid questions.
1059	I have no words to describe how excited I am for the future of AI.
1060	It works now, let's go!
1061	I was taken aback by when the band announced their comeback.
1062	The kid always throws a tantrum when it's her bedtime.
1063	My sister loves to sing
1064	Watching a suspenseful movie, the anticipation of the unknown conjured an irrational fear, gripping my heart.
1065	Seeing people cry makes me want to cry.
1066	The idea of getting lost in the vast, empty desert terrified her more than anything.
1067	I love it when Bitcoin pumps!
1068	I’ve been on cloud nine ever since I landed my dream job.
1069	 What a coincidence to wear the same colour shirt!
1070	Seeing an old picture reminded me of happier times, making me feel sad.
1071	It disgusted me to see my ex again.
1072	My brother beats his wife on daily basis, my father always desperately yells at him while beating him up in return.
1073	His voice cracked as he tried to speak, the weight of his grief too heavy to bear.
1074	The sunny weather always lifts my spirit.
1075	My mom gets worried for my sister's career choices. 
1076	I miss my family so much when I am away from them.
1077	I am so sorry, that was my fault.
1078	The view from the mountaintop left me speechless.
1079	The sight of a rainbow after a heavy downpour filled her heart with pure joy. 
1080	I'm surprised when they give me a new car.
1081	The mere thought of public speaking filled her with loathing.
1082	I just ate some goulash, it was so good.
1083	Someone being late makes me angry.
1084	We are meeting each other after such a long time.
1085	After the accident he was in shook for a couple of days.
1086	The idea of putting pineapple on pizza made him vomit.
1087	Eyes wide with fear, she scanned the room for any sign of movement.
1088	It annoys me so much that he doesn't want to answer my message.
1089	I had a goodnights sleep
1090	I didn't expect flowers from you.
1091	She fumed silently in the corner after the argument.
1092	The passing of their grandmother has left the family in great sorrow.
1093	I feel down when it rains.
1094	Why can't i be happy?
1095	How did you manage to do all this by yourself?
1096	The thought of speaking in front of a large audience filled me with a paralyzing fear, doubting my own words.
1097	I'm worried about my grandma.
1098	No one accepted my invitation.
1099	My friend was livid when I did not send her a message.
1100	They were repelled by the putrid bodies of a school of dead fish.
1101	Getting on stage infront of a crowd makes my leg weak
1102	I love playing with my dog!
1103	I'm enraged when I haven't influenced outcome as much as I could have.
1104	I was surprised to see my sister at my apartment
1105	I'm so annoyed by the people talking in the cinema!
1106	Facing the towering roller coaster, Jake felt a mix of excitement and fear.
1107	She was judgemental of the selfish behavior displayed by her friend's group.
1108	After John lost the football game he got really mad.
1109	I feel sad when my car gets scratched.
1110	Hypocrisy and dishonesty leave a bitter taste in my mouth.
1111	Just looking at him makes me throw up!
1112	I am the happiest person in the world!
1113	I feel like I’m on top of the world!
1114	I feel sad when I think of my hamster that passed away.
1115	My mother is proud of me because I cleaned my room.
1116	He is always incredibly anxious before important events.
1117	The constant, infrequent noise interrupting my sleep at night left me feeling utterly exhausted and frustrated.
1118	I was disgusted by the slimy old food that my friend left in their fridge.
1119	Sam felt overwhelmed with all the attention on him.
1120	I am overwhelmed by the anxiety this work causes.
1121	I get scared when walking through alleys in the dark.
1122	I am going to puke if I look at it again.
1123	I get mad when people yell at me for no reason.
1124	It’s incredible that she managed to finish the project in just two days.
1125	My mother feels sad whenever she watches the notebook.
1126	Finding a handwritten note tucked into my book was a delightful surprise.
1127	Sarah recoiled from the sticky, unclean surface of the public restroom doorknob.
1128	it makes me sad when I think about war-riden countries
1129	My teacher was confused when he saw two identical exams papers with my name on it.
1130	I remember being carefree as a kid.
1131	I smiled and laughed when I won a large amount of money in the casino.
1132	Mike failed the math test and felt very dissapointed.
1133	I feel depressed and tired every morning because of my mental health. 
1134	When I jumped off the cliff, my girlfriend was shocked.
1135	I studied so long for this exam, and I still failed.
1136	 The constant noise from the construction site next door makes me feel increasingly angry.
1137	A loud crash in the night sent shivers of fear down Emily's spine.
1138	These thieves have committed several crimes that need to be brought to justice.
1139	Last night I had a nightmare about zombies!
1140	I am bursting out of happiness right now!
1141	The unexpected gift from a long-lost friend brought a pleasant surprise, rekindling old memories.
1142	Sharing a meal with loved ones always brings a smile to my face.
1143	I started crying when I lost my backpack.
1144	I was surprised when the power went out.
1145	Seeing my family after a long time brought me immense happiness.
1146	The jokes of my friends always crack me up.
1147	He stared in disbelief at the unexpected results of the test.
1148	I haven't anticipated this outcome.
1149	My kid threw a tantrum when he did not get candy for dinner.
1150	I detest the sight of cockroaches crawling on the kitchen floor.
1151	Who added parsley to the food?!
1152	I despise when the WIFI isn't working.
1153	Sitting at the dentist makes me feel afraid.
1154	The sound of people loudly slurping their drinks irritates her.
1155	I was so afraid when I saw the ghost appear that I ran away.
1156	It's sad to see the East more advanced in tech than us.
1157	Charlie is enthusiastic to meet with her friends again.
1158	The creaking noises in the old house at night send chills down my spine.
1159	Living on the other side of the globe from your hometown leads to loneliness in many students.
1160	Rosie feels content while she is drinking tea with a biscuit.
1161	I'm angry when I hit my head. 
1162	This salad looks awful.
1163	I did not expect to pass the previous block. 
1164	The sight of a dirty bathroom filled me with disgust.
1165	It's such a shock to find out you're my new neighbour!
1166	Sarah felt disrespected when she was interrupted during the presentation.
1167	That show was amazing !
1168	I’ve had such a wonderful and relaxing holiday.
1169	It's annoying when someone is so late.
1170	I enjoy my free time.
1171	Mark clenched his fists when his computer crashed before a deadline.
1172	I can't imagine climbing that high.
1173	The sight of rotting food in the fridge made me gag with disgust.
1174	That's the last thing I expected.
1175	some people are afraid of heights
1176	Wow, I never thought you'd plan such a thoughtful surprise party!
1177	The repugnant behavior of some people is disgusting.
1178	I am crying because my cat died
1179	The smell of rotten fish from the kitchen made me gag.
1180	After what he said, I felt very offended.
1181	My dog didn't greet me when I got home which offended me.
1182	I'm over the moon about passing my exams!
1183	I love light sea brize
1184	I can't stand it when someone talks over me in a conversation.
1185	She was in terror after seeing that spider under the sink.
1186	It makes me furious when my roomates forgets to flush.
1187	I cannot stand the noise of people eating with their mouth open.
1188	I was about to vomit from the moldy, decaying sandwich.
1189	Lisa's heart swelled with joy as her dog eagerly wagged its tail in reunion.
1190	I'm so grossed out by the way my brother eats chicken wings. 
1191	I sometimes get overwhelmed with the idea of being an adult.
1192	I hate when you do this!
1193	Witnessing cruelty towards others fills me with rage.
1194	Velvet was nervous for her first presentation.
1195	Saying goodbye to a friend moving away filled me with sorrow.
1196	I feel a deep sense of loathing towards people who mistreat animals.
1197	It was such a coincidence that we met in the store.
1198	I was pleasantly surprised by the kids at the carnival.
1199	Watching the exploitation in the documentary, a profound disgust settled in, urging a call to action against such practices.
1200	Workplace issues led to a heated argument, leaving everyone angry.
1201	The end of the movie left me feeling heartbroken.
1202	Every time I hear that song, it dredges up feelings of regret and melancholy from the past.
1203	I felt threatened when my stalker aggressively knocked on my door.
1204	My sister announced her pregnancy!
1205	The lost kitten mewed softly, creating a feeling of sadness in the neighborhood.
1206	I love coffee.
1207	The laughter of my friends fills me with joy.
1208	He stormed out of the office, slamming the door behind him to make his fury known.
1209	Sometimes it's hard to find hope in the midst of despair.
1210	I didn't expect the party.
1211	Her mother is grossed out by all the dog poo in the park.
1212	I was furious of my brother for locking me out of the house
1213	Why is my teammate so bad at the game?!
1214	I could puke if I see people with dirty fingernails. 
1215	I get so frustrated when my flatmate does not clean his dishes, leaving a mess for days.
1216	We are eagerly awaiting the big announcement from FromSoftware.
1217	I am happy to help!
1218	Seeing my friends always brightens my day!
1219	I'm sad when there is no promotions on Spar cookies.
1220	I had a jolly time reading your book recommendation.
1221	I get angry when people abuse animals.
1222	He couldn't hide his detest for the taste of licorice.
1223	He was ashamed after they found out he cheated on the test.
1224	She did not expect her test results
1225	Hearing false rumors being spread about her ignited a fiery rage within her.
1226	I hate having cat allergies 
1227	She lamented the missed opportunities.
1228	When my grandfather died, I secretly mourned over his paintings.
1229	The sorrow in his eyes was unmistakable as he spoke of his childhood memories.
1230	This movie shook me to the core.
1231	I am annoyed that my brother didn't wash his dishes.
1232	This abandoned cemetery radiates a gloomy atmosphere.
1233	I was flabbergasted by the aerobatic spectacle.
1234	I get shivers when I see a spider in the bathroom, frozen in place until it's out of sight.
1235	I'm full of anticipation for this upcoming movie trilogy!
1236	Accomplishing a goal I've been working towards makes my heart sing.
1237	When I hear thunder I feel scared.
1238	My girlfriend always laughs at my jokes.
1239	Turning the corner and bumping into an old classmate in a foreign city was a surprise that left us both speechless.
1240	I hate it when people don't clean after their dogs.
1241	My parents love when I get back home for holidays.
1242	I won the race, I'm very happy about it.
1243	I cried reading a story about forbidden love.
1244	Finding a hair in my soup caused a wave of disgust to wash over me.
1245	Mark felt profound happiness celebrating his birthday with friends and family.
1246	There is nothing we can do here, we have to give up.
1247	I never imagined to find my lost dog in the park.
1248	Each sip of coffee fills my heart with joy, lifting my spirits and energizing my day.
1249	It felt so good snuggling up with a cozy blanket and a good book on a rainy day.
1250	I get frustrated when my friends cancel their plans with me in the last moment.
1251	The smell of rotten meat makes me gag
1252	Drinking sparkling water is gross.
1253	I tend to isolate myself when I am not very confident about a particular task.
1254	The load feels overwhelming, pushing me to my limits.
1255	Yesterday I saw a beautiful butterfly.
1256	I feel like puking everytime I eat peas.
1257	Hearing noises that are not familiar at night makes me fearfull
1258	The teacher was very unpleased by the behaviour of my son.
1259	His project’s idea was truly astonishing.
1260	I feel sad when I have to miss practice when I am sick.
1261	 Constant interruptions at work leave me feeling frustrated and unable to focus.
1262	She felt offended by his rude comment.
1263	The plot twist at the end of the movie caught me completely off guard.
1264	The injustice of the situation made me seethe with anger, longing for fairness.
1265	It’s frustrating that I can’t seem to understand this topic.
1266	He slammed the door in a fit of rage over the unfair decision.
1267	Emma got really sad after she found out her drawing got torn.
1268	The sunset made Sarah feel peaceful as she sat by the lake.
1269	I felt intimidated by the elephant, being so up close to me.
1270	I was anxious when I was walking alone through the forest.
1271	I am sometimes insecure about my future due to the constant change in society.
1272	The teacher is furious because the class won't stay quiet.
